,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,RainfallTomorrow,Month
47099,2012-02-04,Canberra,14.0,27.8,11.2,7.4,9.6,ENE,33.0,WSW,NE,6.0,9.0,91.0,37.0,1005.0,1002.0,6.0,1.0,16.5,26.2,Yes,No,0.2,2
47100,2012-02-05,Canberra,11.6,30.0,0.2,13.2,3.9,NNW,46.0,SW,NW,6.0,28.0,79.0,34.0,1003.3,998.6,7.0,1.0,18.0,29.1,No,No,0.0,2
47101,2012-02-06,Canberra,15.4,26.5,0.0,10.6,11.8,ENE,50.0,NE,NE,17.0,11.0,47.0,43.0,1003.0,1001.8,1.0,8.0,18.6,24.6,No,No,0.0,2
47102,2012-02-07,Canberra,14.2,22.0,0.0,6.0,3.8,E,37.0,S,NE,9.0,17.0,76.0,61.0,1007.6,1006.7,8.0,8.0,16.0,20.9,No,No,0.0,2
47103,2012-02-08,Canberra,15.3,22.3,0.0,5.6,11.1,E,37.0,E,E,11.0,17.0,76.0,58.0,1011.3,1010.9,8.0,8.0,16.7,21.3,No,No,0.0,2
47104,2012-02-09,Canberra,14.8,23.2,0.0,6.4,11.3,ENE,33.0,E,E,11.0,20.0,73.0,56.0,1013.4,1010.0,8.0,8.0,17.1,21.8,No,Yes,7.6,2
47105,2012-02-10,Canberra,14.5,26.1,7.6,2.6,7.0,W,54.0,NE,WSW,7.0,9.0,86.0,39.0,1011.3,1007.6,6.0,8.0,16.3,24.9,Yes,Yes,2.8,2
47106,2012-02-11,Canberra,8.9,24.0,2.8,4.4,6.0,SE,39.0,SE,NNW,4.0,19.0,89.0,43.0,1011.6,1009.6,7.0,8.0,12.7,22.1,Yes,No,0.6,2
47107,2012-02-12,Canberra,9.5,26.1,0.6,3.2,10.0,E,44.0,SSE,WNW,9.0,15.0,74.0,46.0,1014.6,1012.2,3.0,8.0,15.8,23.2,No,No,0.0,2
47108,2012-02-13,Canberra,9.7,26.9,0.0,7.8,9.0,E,50.0,ESE,N,6.0,11.0,81.0,31.0,1017.4,1014.3,5.0,5.0,15.0,25.0,No,No,0.0,2
47109,2012-02-14,Canberra,14.8,25.7,0.0,4.8,6.0,ESE,35.0,ESE,NE,9.0,15.0,72.0,42.0,1020.9,1018.4,4.0,3.0,16.9,24.0,No,Yes,4.0,2
47110,2012-02-15,Canberra,9.3,26.9,4.0,8.8,8.7,NNE,26.0,S,N,6.0,6.0,79.0,39.0,1021.2,1017.2,2.0,8.0,15.9,25.3,Yes,No,0.0,2
47111,2012-02-16,Canberra,10.5,28.6,0.0,5.5,8.4,WNW,39.0,E,WNW,2.0,15.0,83.0,40.0,1018.7,1015.7,4.0,7.0,16.9,26.1,No,No,1.0,2
47112,2012-02-17,Canberra,11.4,27.9,1.0,3.8,5.0,E,59.0,NW,SW,4.0,13.0,77.0,42.0,1017.0,1013.2,7.0,7.0,17.5,27.1,No,Yes,20.2,2
47113,2012-02-18,Canberra,10.1,27.6,20.2,11.4,8.4,E,41.0,SSW,WSW,7.0,11.0,85.0,48.0,1017.3,1015.3,5.0,3.0,15.5,25.7,Yes,Yes,3.6,2
47114,2012-02-19,Canberra,14.8,28.1,3.6,5.1,7.0,S,37.0,NNE,NW,4.0,17.0,83.0,48.0,1017.0,1012.5,6.0,7.0,18.0,27.3,Yes,Yes,7.8,2
47115,2012-02-20,Canberra,12.6,25.7,7.8,3.8,1.5,ESE,35.0,S,W,2.0,9.0,84.0,40.0,1012.5,1010.6,7.0,4.0,17.5,24.5,Yes,Yes,6.8,2
47116,2012-02-21,Canberra,12.5,24.7,6.8,0.5,9.0,S,39.0,SE,SW,19.0,22.0,72.0,43.0,1012.0,1010.9,5.0,2.0,17.4,24.2,Yes,No,0.0,2
47117,2012-02-22,Canberra,12.9,24.6,0.0,9.4,6.8,SSE,39.0,SE,NNE,7.0,13.0,75.0,52.0,1015.9,1013.8,5.0,8.0,16.0,22.3,No,No,0.0,2
47118,2012-02-23,Canberra,9.6,27.9,0.0,2.4,10.1,W,35.0,WSW,WNW,0.0,19.0,93.0,39.0,1019.3,1017.4,3.0,1.0,13.6,26.8,No,No,0.0,2
47119,2012-02-24,Canberra,11.7,30.2,0.0,8.3,12.0,NW,28.0,ESE,NW,9.0,13.0,59.0,30.0,1022.9,1020.8,1.0,1.0,18.7,29.3,No,No,0.0,2
47120,2012-02-25,Canberra,10.1,31.3,0.0,6.5,9.6,ENE,24.0,SSE,WNW,7.0,9.0,70.0,17.0,1023.4,1019.4,1.0,1.0,18.3,30.0,No,No,0.0,2
47121,2012-02-26,Canberra,15.9,24.8,0.0,6.8,2.0,NNW,50.0,WSW,NNW,2.0,24.0,79.0,68.0,1019.9,1017.1,5.0,8.0,20.7,24.4,No,Yes,4.4,2
47122,2012-02-27,Canberra,18.3,21.6,4.4,0.4,0.1,NW,37.0,NNW,NW,15.0,17.0,96.0,92.0,1017.0,1015.5,8.0,8.0,19.0,20.9,Yes,Yes,5.2,2
47123,2012-02-28,Canberra,19.0,21.2,5.2,1.4,0.0,NNW,37.0,NNW,NNW,19.0,15.0,86.0,96.0,1012.9,1012.1,8.0,8.0,20.2,20.1,Yes,Yes,26.8,2
47124,2012-02-29,Canberra,16.5,19.9,26.8,1.8,0.0,E,39.0,SSE,SE,13.0,22.0,91.0,72.0,1014.4,1013.9,8.0,8.0,17.5,18.9,Yes,Yes,58.8,2
47125,2012-03-01,Canberra,13.7,21.2,58.8,3.2,0.0,NNW,65.0,W,NNW,6.0,37.0,98.0,93.0,1006.9,1001.1,8.0,8.0,15.2,20.7,Yes,Yes,30.6,3
47126,2012-03-02,Canberra,13.1,16.6,30.6,1.6,7.8,SE,46.0,SSE,ESE,13.0,20.0,84.0,73.0,1014.1,1015.6,8.0,8.0,14.5,16.2,Yes,No,1.0,3
47127,2012-03-03,Canberra,12.9,16.6,1.0,1.0,0.0,E,43.0,ESE,ESE,17.0,11.0,82.0,96.0,1019.7,1017.2,8.0,8.0,14.1,14.9,No,Yes,62.4,3
47128,2012-03-04,Canberra,14.0,21.8,62.4,0.8,2.0,NNW,48.0,NNW,NNW,6.0,28.0,98.0,91.0,1011.5,1010.0,8.0,8.0,16.2,19.8,Yes,Yes,5.6,3
47129,2012-03-05,Canberra,9.1,24.7,5.6,0.2,8.9,E,39.0,SSW,NNE,6.0,11.0,92.0,37.0,1014.6,1013.6,1.0,7.0,13.9,23.5,Yes,No,1.0,3
47130,2012-03-06,Canberra,13.5,22.5,1.0,8.8,4.5,SSE,33.0,S,SSW,9.0,7.0,87.0,53.0,1019.1,1017.2,8.0,8.0,14.9,20.8,No,Yes,2.8,3
47131,2012-03-07,Canberra,7.6,17.9,2.8,0.4,1.7,S,54.0,S,SSE,26.0,28.0,65.0,59.0,1020.1,1018.4,6.0,8.0,12.9,15.4,Yes,No,0.2,3
47132,2012-03-08,Canberra,10.6,19.3,0.2,6.4,1.1,S,59.0,S,SSW,39.0,20.0,67.0,81.0,1011.0,1008.1,6.0,8.0,13.9,14.9,No,Yes,2.8,3
47133,2012-03-09,Canberra,9.2,24.1,2.8,0.2,8.0,WNW,41.0,NW,WNW,7.0,26.0,94.0,52.0,1009.9,1008.6,8.0,8.0,12.9,22.1,Yes,No,0.0,3
47134,2012-03-10,Canberra,7.9,25.1,0.0,4.4,10.5,ENE,37.0,SE,NW,6.0,13.0,88.0,40.0,1014.0,1013.1,1.0,2.0,13.4,23.1,No,No,0.0,3
47135,2012-03-11,Canberra,13.4,24.1,0.0,6.8,9.0,N,41.0,ESE,NNW,2.0,19.0,79.0,47.0,1018.5,1015.8,6.0,2.0,15.2,22.2,No,No,0.0,3
47136,2012-03-12,Canberra,12.0,22.8,0.0,3.4,4.0,ENE,31.0,ESE,ESE,13.0,13.0,81.0,65.0,1020.2,1019.0,5.0,8.0,16.7,20.7,No,No,0.0,3
47137,2012-03-13,Canberra,11.4,26.2,0.0,3.4,10.0,N,33.0,ESE,NNW,9.0,17.0,75.0,47.0,1021.7,1018.2,3.0,8.0,16.3,25.0,No,No,0.0,3
47138,2012-03-14,Canberra,11.9,27.2,0.0,4.8,9.6,NE,31.0,ESE,N,7.0,15.0,81.0,39.0,1020.2,1016.4,4.0,1.0,17.2,26.3,No,No,0.0,3
47139,2012-03-15,Canberra,12.1,27.0,0.0,4.8,10.1,WNW,30.0,SE,NNW,9.0,17.0,86.0,47.0,1017.2,1013.6,2.0,1.0,17.3,26.0,No,No,0.0,3
47140,2012-03-16,Canberra,12.2,26.1,0.0,5.4,4.0,WNW,48.0,ESE,NNW,7.0,24.0,88.0,61.0,1012.5,1008.9,4.0,7.0,17.7,23.8,No,Yes,3.4,3
47141,2012-03-17,Canberra,14.4,24.1,3.4,2.8,7.2,E,46.0,SE,N,11.0,11.0,85.0,47.0,1014.9,1013.8,7.0,2.0,15.1,22.7,Yes,Yes,8.6,3
47142,2012-03-18,Canberra,7.4,21.0,8.6,4.6,8.8,E,43.0,SSE,SE,11.0,24.0,77.0,43.0,1023.4,1022.7,2.0,1.0,12.7,20.1,Yes,No,0.0,3
47143,2012-03-19,Canberra,10.3,20.9,0.0,7.4,4.5,ESE,41.0,SSE,E,17.0,24.0,80.0,61.0,1024.8,1023.0,7.0,7.0,14.6,18.9,No,No,0.6,3
47144,2012-03-20,Canberra,8.0,23.8,0.6,1.4,8.5,NNE,26.0,S,NNE,9.0,13.0,91.0,49.0,1021.0,1015.3,5.0,2.0,13.3,22.5,No,No,0.0,3
47145,2012-03-21,Canberra,7.6,26.1,0.0,3.8,9.5,WNW,43.0,ENE,WNW,0.0,26.0,99.0,40.0,1009.7,1004.8,1.0,2.0,10.9,25.6,No,No,0.0,3
47146,2012-03-22,Canberra,10.7,19.4,0.0,6.8,3.0,SSE,28.0,S,N,11.0,6.0,86.0,68.0,1009.2,1006.3,8.0,7.0,11.5,17.1,No,No,0.0,3
47147,2012-03-23,Canberra,8.5,17.2,0.0,2.2,8.7,WNW,61.0,WNW,WNW,20.0,39.0,48.0,48.0,1003.8,1003.4,2.0,3.0,13.3,15.2,No,No,0.0,3
47148,2012-03-24,Canberra,6.3,17.9,0.0,6.0,10.8,NW,50.0,NW,WNW,22.0,31.0,55.0,43.0,1011.3,1012.2,1.0,3.0,10.7,16.9,No,No,0.0,3
47149,2012-03-25,Canberra,2.2,19.9,0.0,4.4,10.1,E,31.0,WNW,WSW,2.0,7.0,87.0,49.0,1021.7,1019.6,7.0,3.0,9.8,18.2,No,No,0.0,3
47150,2012-03-26,Canberra,9.1,22.6,0.0,3.0,10.0,NW,28.0,S,NW,7.0,15.0,78.0,40.0,1023.0,1020.0,2.0,2.0,13.6,20.9,No,No,0.0,3
47151,2012-03-27,Canberra,9.3,19.4,0.0,3.4,2.3,E,28.0,S,SSE,7.0,9.0,87.0,84.0,1022.9,1021.6,7.0,8.0,13.5,17.9,No,Yes,15.4,3
47152,2012-03-28,Canberra,13.2,18.6,15.4,1.4,1.3,N,24.0,SSE,NW,4.0,15.0,96.0,74.0,1023.0,1019.9,8.0,8.0,14.6,17.3,Yes,No,0.2,3
47153,2012-03-29,Canberra,6.1,23.6,0.2,2.2,8.4,SW,26.0,SE,W,7.0,9.0,99.0,39.0,1020.0,1016.8,8.0,7.0,9.9,22.8,No,No,0.0,3
47154,2012-03-30,Canberra,7.1,23.7,0.0,3.8,10.7,NNW,24.0,SE,NNW,7.0,7.0,82.0,43.0,1019.6,1016.5,0.0,1.0,12.0,21.4,No,No,0.0,3
47155,2012-03-31,Canberra,6.9,24.7,0.0,2.2,10.0,NNW,31.0,N,WNW,0.0,20.0,88.0,40.0,1019.4,1016.3,3.0,6.0,12.2,24.0,No,No,0.0,3
47156,2012-04-01,Canberra,8.4,24.6,0.0,4.2,4.6,WSW,28.0,WNW,WNW,4.0,17.0,72.0,66.0,1019.8,1018.5,6.0,8.0,16.8,19.0,No,No,0.1,4
47157,2012-04-02,Canberra,8.3,23.3,0.1,3.5,7.0,NNW,31.0,SW,NW,7.0,20.0,86.0,56.0,1019.0,1015.0,8.0,1.0,14.5,21.8,No,No,0.0,4
47158,2012-04-03,Canberra,7.7,26.3,0.0,2.6,8.4,NNW,30.0,S,NNW,6.0,15.0,84.0,45.0,1017.6,1014.1,4.0,1.0,14.4,25.9,No,No,0.0,4
47159,2012-04-04,Canberra,10.7,26.4,0.0,3.0,7.6,E,28.0,SE,N,11.0,15.0,70.0,48.0,1017.9,1015.4,2.0,1.0,19.3,25.2,No,No,0.0,4
47160,2012-04-05,Canberra,12.9,24.8,0.0,4.0,4.3,ENE,26.0,ESE,NW,7.0,4.0,89.0,61.0,1021.7,1018.7,8.0,1.0,17.1,23.8,No,No,0.0,4
47161,2012-04-06,Canberra,12.0,25.4,0.0,1.8,9.3,NW,31.0,E,NW,7.0,20.0,73.0,55.0,1020.8,1016.0,3.0,5.0,18.5,25.0,No,No,0.0,4
47162,2012-04-07,Canberra,11.7,21.6,0.0,2.6,9.6,NW,35.0,NNW,N,15.0,17.0,49.0,35.0,1017.9,1017.1,0.0,6.0,16.2,20.6,No,No,0.0,4
47163,2012-04-08,Canberra,8.4,21.1,0.0,4.6,6.3,NNW,44.0,W,NW,6.0,26.0,76.0,46.0,1018.7,1013.5,8.0,1.0,15.8,20.2,No,No,0.0,4
47164,2012-04-09,Canberra,0.9,18.1,0.0,4.6,9.0,W,52.0,NW,W,20.0,31.0,54.0,39.0,1016.3,1014.7,2.0,8.0,13.5,16.2,No,No,0.8,4
47165,2012-04-10,Canberra,0.6,14.5,0.8,5.0,10.0,S,54.0,S,S,33.0,30.0,56.0,35.0,1026.2,1026.7,1.0,3.0,9.0,13.7,No,No,0.0,4
47166,2012-04-11,Canberra,2.1,18.3,0.0,4.6,9.3,SSE,35.0,SSE,ESE,13.0,9.0,58.0,52.0,1032.3,1030.2,0.0,1.0,10.6,15.5,No,No,0.0,4
47167,2012-04-12,Canberra,-0.2,20.0,0.0,3.4,9.7,W,19.0,NNW,N,7.0,9.0,90.0,31.0,1034.1,1030.4,1.0,0.0,7.5,19.6,No,No,0.0,4
47168,2012-04-13,Canberra,1.7,21.6,0.0,3.4,9.0,NW,28.0,NNW,NNW,4.0,15.0,78.0,33.0,1032.7,1028.1,0.0,6.0,11.1,20.5,No,No,0.0,4
47169,2012-04-14,Canberra,2.1,17.0,0.0,2.8,1.1,NNW,31.0,SSW,NNW,2.0,17.0,85.0,65.0,1028.5,1024.8,7.0,1.0,10.8,16.4,No,No,0.0,4
47170,2012-04-15,Canberra,3.7,22.4,0.0,1.0,8.5,NW,19.0,NW,WSW,6.0,7.0,81.0,41.0,1027.0,1023.1,3.0,3.0,12.6,21.3,No,No,0.0,4
47171,2012-04-16,Canberra,4.6,23.5,0.0,2.6,9.0,WSW,24.0,S,ENE,9.0,7.0,68.0,32.0,1026.0,1022.8,2.0,1.0,13.7,22.6,No,No,0.0,4
47172,2012-04-17,Canberra,5.3,20.8,0.0,2.6,7.9,SE,44.0,SSE,ESE,11.0,22.0,57.0,55.0,1026.5,1023.3,1.0,8.0,14.7,18.6,No,Yes,1.6,4
47173,2012-04-18,Canberra,12.0,20.3,1.6,3.0,0.5,SE,41.0,SSE,SSE,11.0,17.0,91.0,83.0,1023.8,1020.2,6.0,1.0,15.9,17.6,Yes,Yes,12.2,4
47174,2012-04-19,Canberra,14.1,22.6,12.2,1.2,3.0,ESE,30.0,ENE,E,11.0,20.0,88.0,53.0,1020.1,1016.3,8.0,2.0,16.7,22.2,Yes,No,0.2,4
47175,2012-04-20,Canberra,10.8,20.0,0.2,1.8,0.8,NNW,24.0,SW,N,7.0,13.0,97.0,64.0,1017.4,1015.4,8.0,8.0,13.2,19.5,No,No,0.0,4
47176,2012-04-21,Canberra,11.1,21.4,0.0,1.6,3.0,ESE,22.0,SE,E,11.0,9.0,80.0,69.0,1017.2,1014.0,3.0,8.0,16.3,19.4,No,No,0.0,4
47177,2012-04-22,Canberra,9.6,18.4,0.0,1.2,2.4,NNW,31.0,NNE,N,0.0,15.0,97.0,77.0,1013.8,1011.8,8.0,3.0,13.3,16.2,No,No,0.4,4
47178,2012-04-23,Canberra,5.7,21.2,0.4,1.4,2.6,NW,39.0,ESE,N,6.0,11.0,96.0,80.0,1012.4,1008.9,7.0,8.0,10.7,17.7,No,Yes,1.2,4
47179,2012-04-24,Canberra,6.2,11.7,1.2,1.8,1.5,WNW,46.0,N,WNW,17.0,31.0,89.0,53.0,1012.4,1010.7,8.0,8.0,11.3,11.4,Yes,No,0.4,4
47180,2012-04-25,Canberra,5.5,13.6,0.4,2.6,6.9,WNW,61.0,NW,WNW,30.0,39.0,76.0,60.0,1010.7,1009.9,6.0,1.0,8.4,11.1,No,No,0.0,4
47181,2012-04-26,Canberra,2.5,17.0,0.0,2.6,6.0,NW,19.0,NW,NW,6.0,9.0,88.0,53.0,1019.9,1017.1,3.0,7.0,9.3,16.1,No,No,0.0,4
47182,2012-04-27,Canberra,2.9,18.1,0.0,1.6,8.0,NNW,20.0,S,NNW,7.0,13.0,91.0,52.0,1022.6,1020.4,3.0,6.0,7.0,17.6,No,No,0.0,4
47183,2012-04-28,Canberra,3.9,19.4,0.0,3.2,6.6,NNW,37.0,NNW,NW,0.0,24.0,99.0,44.0,1021.3,1017.2,8.0,6.0,9.2,18.7,No,No,0.0,4
47184,2012-04-29,Canberra,2.0,17.7,0.0,2.0,7.2,E,31.0,SSE,SSE,9.0,9.0,71.0,43.0,1022.5,1021.0,2.0,1.0,11.0,16.1,No,No,0.0,4
47185,2012-04-30,Canberra,-0.4,15.6,0.0,2.6,4.2,ENE,15.0,NW,NNW,2.0,9.0,84.0,54.0,1027.9,1024.1,6.0,1.0,7.6,14.5,No,No,0.0,4
47186,2012-05-01,Canberra,0.5,18.7,0.0,0.4,7.2,NNW,31.0,N,NNW,0.0,17.0,91.0,50.0,1027.3,1023.5,4.0,7.0,7.2,17.5,No,No,0.0,5
47187,2012-05-02,Canberra,1.8,13.4,0.0,2.6,1.2,NNW,17.0,N,SW,7.0,6.0,93.0,94.0,1024.1,1021.0,7.0,8.0,7.8,13.0,No,Yes,1.6,5
47188,2012-05-03,Canberra,7.8,15.1,1.6,0.4,8.0,NNW,39.0,NW,NNW,11.0,24.0,88.0,47.0,1021.0,1018.6,6.0,1.0,8.6,14.1,Yes,No,0.0,5
47189,2012-05-04,Canberra,-2.8,15.7,0.0,3.2,9.0,NNW,24.0,NNW,NW,2.0,17.0,89.0,45.0,1022.3,1018.2,0.0,1.0,3.8,15.2,No,No,0.0,5
47190,2012-05-05,Canberra,-1.7,16.3,0.0,2.0,6.8,WNW,26.0,NW,NNW,4.0,15.0,81.0,47.0,1019.6,1015.4,1.0,1.0,6.7,15.5,No,No,0.0,5
47191,2012-05-06,Canberra,-1.1,14.1,0.0,1.8,5.0,N,39.0,NW,NNW,11.0,26.0,94.0,60.0,1017.6,1015.6,8.0,8.0,5.4,12.7,No,No,0.0,5
47192,2012-05-07,Canberra,-0.9,11.9,0.0,1.6,1.1,N,11.0,NNE,ENE,7.0,7.0,95.0,62.0,1019.9,1017.2,8.0,5.0,4.4,11.2,No,No,0.0,5
47193,2012-05-08,Canberra,-0.8,18.2,0.0,0.8,7.8,NW,33.0,N,NW,0.0,20.0,93.0,47.0,1020.7,1017.8,3.0,1.0,5.3,17.2,No,No,0.0,5
47194,2012-05-09,Canberra,0.0,21.6,0.0,2.2,8.3,NNW,33.0,S,NW,0.0,22.0,88.0,34.0,1023.6,1020.8,3.0,5.0,8.1,20.9,No,No,0.0,5
47195,2012-05-10,Canberra,2.3,22.2,0.0,2.8,9.5,NW,37.0,S,NW,7.0,30.0,73.0,32.0,1024.2,1020.9,1.0,7.0,11.5,21.3,No,No,0.4,5
47196,2012-05-11,Canberra,7.7,20.8,0.4,3.6,9.9,NW,44.0,N,WNW,22.0,30.0,70.0,40.0,1019.1,1015.9,5.0,8.0,14.3,18.8,No,No,0.0,5
47197,2012-05-12,Canberra,0.1,14.4,0.0,4.6,9.0,WNW,41.0,ENE,WNW,7.0,24.0,62.0,35.0,1019.0,1015.0,3.0,8.0,7.6,14.1,No,No,0.0,5
47198,2012-05-13,Canberra,5.0,12.6,0.0,2.8,7.0,WNW,50.0,NNW,WNW,26.0,28.0,70.0,48.0,1013.1,1013.4,4.0,8.0,8.5,10.9,No,No,0.0,5
47199,2012-05-14,Canberra,-4.7,14.0,0.0,2.0,9.7,S,37.0,SSW,SSE,15.0,17.0,69.0,37.0,1023.2,1022.6,1.0,1.0,5.7,13.0,No,No,0.0,5
47200,2012-05-15,Canberra,-4.9,15.8,0.0,2.6,8.0,SSW,28.0,N,S,0.0,15.0,94.0,39.0,1026.3,1022.9,1.0,2.0,4.1,15.1,No,No,0.0,5
47201,2012-05-16,Canberra,-3.4,15.2,0.0,1.2,7.6,NNE,19.0,W,NNW,0.0,9.0,84.0,43.0,1026.8,1023.4,4.0,2.0,4.8,14.8,No,No,0.0,5
47202,2012-05-17,Canberra,-1.2,15.3,0.0,1.0,6.2,NW,15.0,NNE,NNW,6.0,9.0,87.0,48.0,1026.2,1022.6,8.0,7.0,6.2,14.8,No,No,0.0,5
47203,2012-05-18,Canberra,-4.4,16.4,0.0,2.2,7.1,NW,26.0,E,NNW,0.0,15.0,94.0,42.0,1026.2,1022.3,0.0,6.0,2.0,15.5,No,No,0.0,5
47204,2012-05-19,Canberra,-5.0,16.7,0.0,2.6,7.8,NW,26.0,N,NNW,7.0,17.0,97.0,40.0,1025.4,1021.9,0.0,7.0,1.9,15.9,No,No,0.0,5
47205,2012-05-20,Canberra,-0.6,16.1,0.0,2.2,4.8,N,19.0,SSW,NW,6.0,9.0,81.0,43.0,1027.1,1023.7,3.0,3.0,7.3,15.4,No,No,0.0,5
47206,2012-05-21,Canberra,1.3,15.9,0.0,0.8,8.0,NNW,39.0,NNW,NNW,9.0,24.0,85.0,47.0,1025.7,1022.0,7.0,1.0,8.1,13.8,No,No,0.0,5
47207,2012-05-22,Canberra,-4.0,15.9,0.0,2.4,8.5,WNW,48.0,S,WNW,7.0,28.0,87.0,32.0,1024.6,1021.4,2.0,7.0,3.8,14.5,No,No,0.0,5
47208,2012-05-23,Canberra,-2.1,17.1,0.0,2.0,8.0,NNE,33.0,S,WNW,6.0,28.0,85.0,28.0,1023.7,1019.6,1.0,1.0,5.6,16.4,No,No,0.0,5
47209,2012-05-24,Canberra,-1.5,14.0,0.0,3.2,2.2,N,31.0,E,NNE,0.0,7.0,70.0,89.0,1020.8,1018.0,7.0,7.0,7.5,10.9,No,Yes,16.2,5
47210,2012-05-25,Canberra,6.7,9.8,16.2,2.0,3.1,NNW,59.0,NW,NNW,20.0,35.0,83.0,69.0,1012.1,1009.0,7.0,8.0,7.2,7.2,Yes,Yes,15.0,5
47211,2012-05-26,Canberra,4.1,12.3,15.0,2.4,7.3,NW,48.0,NNW,NW,20.0,22.0,78.0,66.0,1013.3,1014.4,3.0,8.0,7.1,10.2,Yes,No,0.0,5
47212,2012-05-27,Canberra,0.6,14.5,0.0,1.8,7.8,SW,30.0,NNW,SSW,4.0,9.0,99.0,41.0,1022.4,1020.7,9.0,1.0,4.4,14.2,No,No,0.0,5
47213,2012-05-28,Canberra,-2.4,13.9,0.0,0.8,7.3,S,33.0,E,S,6.0,11.0,76.0,47.0,1028.0,1026.8,2.0,4.0,7.2,13.4,No,No,0.0,5
47214,2012-05-29,Canberra,-2.6,15.7,0.0,1.2,7.6,WNW,13.0,NNW,SSE,0.0,6.0,87.0,44.0,1033.7,1031.3,0.0,7.0,4.3,14.3,No,No,0.0,5
47215,2012-05-30,Canberra,-3.1,14.7,0.0,1.6,6.4,SSE,19.0,SSE,SSW,15.0,4.0,95.0,46.0,1037.0,1032.9,8.0,7.0,3.3,14.4,No,No,0.0,5
47216,2012-05-31,Canberra,1.9,15.7,0.0,0.8,8.5,NE,26.0,ESE,NE,7.0,11.0,79.0,49.0,1034.8,1031.2,0.0,4.0,7.2,14.5,No,No,0.0,5
47217,2012-06-01,Canberra,0.1,12.9,0.0,1.4,0.4,E,13.0,SSE,SW,0.0,6.0,91.0,64.0,1030.8,1027.0,7.0,5.0,5.9,12.2,No,No,1.0,6
47218,2012-06-02,Canberra,5.5,9.9,1.0,1.0,0.0,SE,17.0,SW,S,7.0,7.0,95.0,96.0,1024.4,1020.3,8.0,8.0,7.7,9.9,No,Yes,17.6,6
47219,2012-06-03,Canberra,7.7,14.8,17.6,0.8,4.1,SW,24.0,SSE,S,6.0,13.0,88.0,65.0,1016.9,1012.1,8.0,8.0,9.3,14.4,Yes,No,0.0,6
47220,2012-06-04,Canberra,0.2,14.5,0.0,0.0,3.9,WNW,54.0,WSW,WNW,0.0,31.0,99.0,53.0,1006.8,1002.2,8.0,8.0,4.1,12.7,No,Yes,14.6,6
47221,2012-06-05,Canberra,4.1,10.8,14.6,0.2,0.5,S,59.0,NNE,SSE,6.0,31.0,96.0,58.0,1002.0,1006.6,8.0,8.0,6.3,10.2,Yes,Yes,5.2,6
47222,2012-06-06,Canberra,4.2,12.2,5.2,0.4,7.6,SSE,52.0,S,S,19.0,24.0,62.0,48.0,1019.7,1020.6,3.0,1.0,8.4,11.1,Yes,No,0.0,6
47225,2012-06-09,Canberra,-4.2,13.5,0.0,0.8,7.6,S,19.0,S,SSW,0.0,9.0,90.0,43.0,1027.6,1024.8,1.0,5.0,0.8,12.5,No,No,0.2,6
47226,2012-06-10,Canberra,-4.2,13.5,0.2,1.2,5.5,NE,19.0,NW,ENE,4.0,11.0,100.0,49.0,1028.2,1024.7,1.0,2.0,2.2,11.7,No,No,0.2,6
47227,2012-06-11,Canberra,-2.6,13.4,0.2,0.8,3.8,SE,31.0,SSE,ESE,9.0,17.0,86.0,58.0,1026.1,1023.6,4.0,8.0,5.3,11.7,No,No,0.0,6
47228,2012-06-12,Canberra,1.9,13.9,0.0,1.6,3.0,SSE,28.0,S,SE,11.0,15.0,81.0,67.0,1023.8,1022.0,6.0,8.0,8.7,12.3,No,No,0.0,6
47229,2012-06-13,Canberra,2.1,15.7,0.0,0.6,5.7,E,26.0,SSE,SE,9.0,7.0,88.0,48.0,1023.7,1020.8,4.0,1.0,9.0,14.1,No,No,0.0,6
47230,2012-06-14,Canberra,4.4,14.8,0.0,1.6,3.4,ENE,19.0,NE,W,6.0,7.0,91.0,63.0,1020.6,1016.4,7.0,3.0,8.7,13.8,No,No,0.0,6
47231,2012-06-15,Canberra,4.7,16.3,0.0,1.0,6.7,NW,44.0,ENE,NNW,0.0,28.0,79.0,52.0,1016.8,1013.4,7.0,2.0,9.8,14.8,No,No,0.0,6
47232,2012-06-16,Canberra,1.3,9.4,0.0,2.4,0.5,NW,26.0,SSW,NNW,6.0,9.0,95.0,83.0,1018.3,1014.5,8.0,8.0,6.2,9.3,No,No,0.8,6
47233,2012-06-17,Canberra,4.0,12.4,0.8,0.0,2.3,NW,46.0,NNW,NW,20.0,26.0,82.0,57.0,1019.7,1018.5,7.0,6.0,8.2,10.6,No,No,0.0,6
47234,2012-06-18,Canberra,0.1,13.0,0.0,2.8,8.2,NNW,39.0,SE,NNW,4.0,30.0,83.0,62.0,1023.6,1021.3,2.0,8.0,6.6,10.7,No,No,0.0,6
47235,2012-06-19,Canberra,-1.1,14.8,0.0,2.6,8.5,WNW,50.0,NW,NW,31.0,24.0,74.0,46.0,1019.9,1018.9,3.0,6.0,10.1,13.3,No,No,0.0,6
